9.000000e-011 4.105355e+007 
1.080000e-010 3.928816e+007 
1.296000e-010 3.736981e+007 
1.555200e-010 3.531919e+007 
1.866240e-010 3.316675e+007 
2.239488e-010 3.095164e+007 
2.687386e-010 2.871903e+007 
3.224863e-010 2.651583e+007 
3.869835e-010 2.438540e+007 
4.643802e-010 2.236266e+007 
5.572563e-010 2.047083e+007 
6.687075e-010 1.872079e+007 
8.024490e-010 1.711170e+007 
9.629388e-010 1.563936e+007 
1.155527e-009 1.429455e+007 
1.386632e-009 1.306667e+007 
1.663958e-009 1.194487e+007 
1.996750e-009 1.092045e+007 
2.396100e-009 9.984617e+006 
2.875320e-009 9.129539e+006 
3.450384e-009 8.348421e+006 
4.140461e-009 7.634535e+006 
4.968553e-009 6.982124e+006 
5.962264e-009 6.385943e+006 
7.154716e-009 5.840903e+006 
8.585659e-009 5.342480e+006 
1.030279e-008 4.886835e+006 
1.236335e-008 4.469887e+006 
1.483602e-008 4.088558e+006 
1.780322e-008 3.739566e+006 
2.136387e-008 3.420198e+006 
2.563664e-008 3.127630e+006 
3.076397e-008 2.859787e+006 
3.691676e-008 2.614272e+006 
4.430012e-008 2.389321e+006 
5.316014e-008 2.183062e+006 
6.379217e-008 1.993888e+006 
7.655060e-008 1.820349e+006 
9.186072e-008 1.661065e+006 
1.102329e-007 1.514900e+006 
1.322794e-007 1.380684e+006 
1.587353e-007 1.257430e+006 
1.904824e-007 1.144286e+006 
2.285789e-007 1.040405e+006 
2.742946e-007 9.450731e+005 
3.291536e-007 8.576226e+005 
3.949843e-007 7.774785e+005 
4.739812e-007 7.040783e+005 
5.687774e-007 6.369483e+005 
6.825329e-007 5.756170e+005 
8.190394e-007 5.196465e+005 
9.828473e-007 4.686118e+005 
1.179417e-006 4.221186e+005 
1.415300e-006 3.798311e+005 
1.698360e-006 3.415229e+005 
2.038032e-006 3.070744e+005 
2.445639e-006 2.764027e+005 
2.934766e-006 2.493400e+005 
3.521720e-006 2.255337e+005 
4.226064e-006 2.044368e+005 
5.071276e-006 1.853998e+005 
6.085532e-006 1.678159e+005 
7.302638e-006 1.512471e+005 
8.763165e-006 1.354751e+005 
1.051580e-005 1.204700e+005 
1.261896e-005 1.063120e+005 
1.514275e-005 9.311423e+004 
1.817130e-005 8.097343e+004 
2.180556e-005 6.994788e+004 
2.616667e-005 6.005353e+004 
3.140001e-005 5.126940e+004 
3.768001e-005 4.354704e+004 
4.521601e-005 3.681956e+004 
5.425921e-005 3.100796e+004 
6.511105e-005 2.602493e+004 
7.813326e-005 2.177807e+004 
9.375992e-005 1.817368e+004 
1.125119e-004 1.501934e+004 
1.350143e-004 1.248043e+004 
1.620171e-004 1.031715e+004 
1.944206e-004 8.474455e+003 
2.333047e-004 6.908004e+003 
2.799656e-004 5.582523e+003 
3.359587e-004 4.469008e+003 
