21 
9.000000e-009 1.034753e+005
1.800000e-008 1.807821e+004
3.600000e-008 2.121741e+004
7.200000e-008 2.447530e+004
1.440000e-007 2.749668e+004
2.880000e-007 3.225256e+004
5.760000e-007 3.686774e+004
1.152000e-006 4.158857e+004
2.304000e-006 4.445632e+004
4.608000e-006 4.966743e+004
9.216000e-006 6.116664e+004
1.843200e-005 6.424491e+004
3.686400e-005 7.366053e+004
7.372800e-005 6.035318e+004
1.474560e-004 3.640582e+004
2.949120e-004 2.064221e+004
5.898240e-004 1.024209e+004
1.179648e-003 3.912919e+003
2.359296e-003 1.299459e+003
4.718592e-003 7.896014e+002
9.437184e-003 9.737378e+001
