9.000000e-011 4.420791e+007 
1.080000e-010 4.230893e+007 
1.296000e-010 4.024468e+007 
1.555200e-010 3.803725e+007 
1.866240e-010 3.571924e+007 
2.239488e-010 3.333267e+007 
2.687386e-010 3.092616e+007 
3.224863e-010 2.855030e+007 
3.869835e-010 2.625201e+007 
4.643802e-010 2.406922e+007 
5.572563e-010 2.202725e+007 
6.687075e-010 2.013814e+007 
8.024490e-010 1.840110e+007 
9.629388e-010 1.681184e+007 
1.155527e-009 1.536056e+007 
1.386632e-009 1.403552e+007 
1.663958e-009 1.282543e+007 
1.996750e-009 1.172042e+007 
2.396100e-009 1.071133e+007 
2.875320e-009 9.789618e+006 
3.450384e-009 8.947861e+006 
4.140461e-009 8.178854e+006 
4.968553e-009 7.476441e+006 
5.962264e-009 6.834808e+006 
7.154716e-009 6.248584e+006 
8.585659e-009 5.712825e+006 
1.030279e-008 5.223349e+006 
1.236335e-008 4.775905e+006 
1.483602e-008 4.366990e+006 
1.780322e-008 3.993155e+006 
2.136387e-008 3.651380e+006 
2.563664e-008 3.338766e+006 
3.076397e-008 3.052979e+006 
3.691676e-008 2.791513e+006 
4.430012e-008 2.552360e+006 
5.316014e-008 2.333576e+006 
6.379217e-008 2.133436e+006 
7.655060e-008 1.950390e+006 
9.186072e-008 1.782951e+006 
1.102329e-007 1.629894e+006 
1.322794e-007 1.490021e+006 
1.587353e-007 1.362257e+006 
1.904824e-007 1.245718e+006 
2.285789e-007 1.139529e+006 
2.742946e-007 1.042937e+006 
3.291536e-007 9.552596e+005 
3.949843e-007 8.758974e+005 
4.739812e-007 8.042547e+005 
5.687774e-007 7.398222e+005 
6.825329e-007 6.820756e+005 
8.190394e-007 6.304992e+005 
9.828473e-007 5.845624e+005 
1.179417e-006 5.437188e+005 
1.415300e-006 5.074061e+005 
1.698360e-006 4.750790e+005 
2.038032e-006 4.462125e+005 
2.445639e-006 4.202936e+005 
2.934766e-006 3.967964e+005 
3.521720e-006 3.751711e+005 
4.226064e-006 3.548711e+005 
5.071276e-006 3.354106e+005 
6.085532e-006 3.164211e+005 
7.302638e-006 2.976773e+005 
8.763165e-006 2.790849e+005 
1.051580e-005 2.606434e+005 
1.261896e-005 2.424043e+005 
1.514275e-005 2.244393e+005 
1.817130e-005 2.068230e+005 
2.180556e-005 1.896261e+005 
2.616667e-005 1.729148e+005 
3.140001e-005 1.567531e+005 
3.768001e-005 1.412064e+005 
4.521601e-005 1.263435e+005 
5.425921e-005 1.122360e+005 
6.511105e-005 9.895484e+004 
7.813326e-005 8.656648e+004 
9.375992e-005 7.452974e+004 
1.125119e-004 6.427076e+004 
1.350143e-004 5.497594e+004 
1.620171e-004 4.665811e+004 
1.944206e-004 3.930214e+004 
2.333047e-004 3.286743e+004 
2.799656e-004 2.729354e+004 
3.359587e-004 2.250736e+004 
4.031505e-004 1.843035e+004 
4.837806e-004 1.498412e+004 
5.805367e-004 1.209372e+004 
