1.000000e+008 6.659946e+006 5.949211e+006 
9.090909e+007 6.354784e+006 5.691232e+006 
8.264463e+007 6.063522e+006 5.429806e+006 
7.513148e+007 5.785660e+006 5.179502e+006 
6.830135e+007 5.520580e+006 4.940783e+006 
6.209213e+007 5.267688e+006 4.713514e+006 
5.644739e+007 5.026408e+006 4.496383e+006 
5.131581e+007 4.796205e+006 4.289892e+006 
4.665074e+007 4.576543e+006 4.091627e+006 
4.240976e+007 4.366954e+006 3.903711e+006 
3.855433e+007 4.166955e+006 3.724545e+006 
3.504939e+007 3.976096e+006 3.553584e+006 
3.186308e+007 3.793944e+006 3.389771e+006 
2.896644e+007 3.620115e+006 3.235129e+006 
2.633313e+007 3.454196e+006 3.086826e+006 
2.393920e+007 3.295828e+006 2.945681e+006 
2.176291e+007 3.144647e+006 2.810024e+006 
1.978447e+007 3.000330e+006 2.681057e+006 
1.798588e+007 2.862562e+006 2.558709e+006 
1.635080e+007 2.731022e+006 2.441144e+006 
1.486436e+007 2.605430e+006 2.329079e+006 
1.351306e+007 2.485521e+006 2.223341e+006 
1.228460e+007 2.371012e+006 2.121230e+006 
1.116782e+007 2.261671e+006 2.024420e+006 
1.015256e+007 2.157254e+006 1.931735e+006 
9.229600e+006 2.057540e+006 1.843079e+006 
8.390545e+006 1.962317e+006 1.758155e+006 
7.627768e+006 1.871390e+006 1.677083e+006 
6.934335e+006 1.784572e+006 1.599783e+006 
6.303941e+006 1.701688e+006 1.526070e+006 
5.730855e+006 1.622572e+006 1.455449e+006 
5.209868e+006 1.547069e+006 1.387285e+006 
4.736244e+006 1.475062e+006 1.323346e+006 
4.305676e+006 1.406404e+006 1.260884e+006 
3.914251e+006 1.341004e+006 1.201642e+006 
3.558410e+006 1.278747e+006 1.143855e+006 
3.234918e+006 1.219558e+006 1.089066e+006 
2.940835e+006 1.163345e+006 1.036688e+006 
2.673486e+006 1.110016e+006 9.859652e+005 
2.430442e+006 1.059496e+006 9.383309e+005 
2.209493e+006 1.011679e+006 8.913248e+005 
2.008630e+006 9.664932e+005 8.471488e+005 
1.826027e+006 9.238405e+005 8.041711e+005 
1.660025e+006 8.836408e+005 7.626925e+005 
1.509113e+006 8.458288e+005 7.243957e+005 
1.371921e+006 8.103143e+005 6.868944e+005 
1.247201e+006 7.770321e+005 6.509251e+005 
1.133819e+006 7.459129e+005 6.166474e+005 
1.030745e+006 7.168816e+005 5.842615e+005 
9.370406e+005 6.898471e+005 5.524304e+005 
8.518551e+005 6.647252e+005 5.231202e+005 
7.744138e+005 6.414027e+005 4.954079e+005 
7.040125e+005 6.197591e+005 4.692053e+005 
6.400114e+005 5.996605e+005 4.438406e+005 
5.818285e+005 5.809738e+005 4.206899e+005 
5.289350e+005 5.635527e+005 3.991360e+005 
4.808500e+005 5.472532e+005 3.790651e+005 
4.371364e+005 5.319350e+005 3.604950e+005 
3.973967e+005 5.174648e+005 3.433323e+005 
3.612697e+005 5.037186e+005 3.275025e+005 
3.284270e+005 4.905845e+005 3.129305e+005 
2.985700e+005 4.779630e+005 2.995369e+005 
2.714273e+005 4.657686e+005 2.872378e+005 
2.467521e+005 4.539291e+005 2.759474e+005 
2.243201e+005 4.423855e+005 2.655807e+005 
2.039273e+005 4.310909e+005 2.560553e+005 
1.853885e+005 4.200094e+005 2.472939e+005 
1.685350e+005 4.091138e+005 2.392249e+005 
1.532136e+005 3.983841e+005 2.317841e+005 
1.392851e+005 3.878052e+005 2.249144e+005 
1.266228e+005 3.773650e+005 2.185659e+005 
1.151117e+005 3.670532e+005 2.126951e+005 
1.046470e+005 3.568593e+005 2.072638e+005 
9.513361e+004 3.467724e+005 2.022378e+005 
8.648510e+004 3.367807e+005 1.975862e+005 
7.862282e+004 3.268710e+005 1.932797e+005 
7.147529e+004 3.170293e+005 1.892900e+005 
6.497754e+004 3.072410e+005 1.855886e+005 
5.907049e+004 2.974914e+005 1.821464e+005 
5.370044e+004 2.877663e+005 1.789329e+005 
4.881859e+004 2.780529e+005 1.759160e+005 
4.438053e+004 2.683410e+005 1.730620e+005 
4.034594e+004 2.586230e+005 1.703359e+005 
3.667813e+004 2.488956e+005 1.677017e+005 
3.334375e+004 2.391594e+005 1.651230e+005 
3.031250e+004 2.294200e+005 1.625644e+005 
2.755682e+004 2.196876e+005 1.599916e+005 
2.505165e+004 2.099769e+005 1.573729e+005 
2.277423e+004 2.003070e+005 1.546797e+005 
2.070385e+004 1.907004e+005 1.518872e+005 
1.882168e+004 1.811828e+005 1.489752e+005 
1.711062e+004 1.717820e+005 1.459282e+005 
1.555511e+004 1.625273e+005 1.427358e+005 
1.414101e+004 1.534482e+005 1.393930e+005 
1.285546e+004 1.445743e+005 1.359001e+005 
1.168678e+004 1.359332e+005 1.322624e+005 
1.062435e+004 1.275508e+005 1.284898e+005 
9.658497e+003 1.194495e+005 1.245964e+005 
8.780452e+003 1.116482e+005 1.205994e+005 
7.982229e+003 1.041615e+005 1.165184e+005 
7.256572e+003 9.699986e+004 1.123740e+005 
6.596883e+003 9.016942e+004 1.081875e+005 
5.997167e+003 8.367261e+004 1.039796e+005 
5.451970e+003 7.750853e+004 9.976985e+004 
4.956336e+003 7.167357e+004 9.557636e+004 
4.505760e+003 6.616193e+004 9.141562e+004 
4.096145e+003 6.096613e+004 8.730234e+004 
3.723769e+003 5.607743e+004 8.324950e+004 
3.385244e+003 5.148611e+004 7.926848e+004 
3.077495e+003 4.718177e+004 7.536907e+004 
2.797722e+003 4.315351e+004 7.155958e+004 
2.543384e+003 3.939016e+004 6.784695e+004 
2.312167e+003 3.588043e+004 6.423684e+004 
2.101970e+003 3.261309e+004 6.073374e+004 
1.910882e+003 2.957711e+004 5.734114e+004 
