reactpol
65.000
900
2
-1 -1 1 -1 2.538462 0.000616
0 -1 -1 -1 2.538462 0.000616
2
-1 -1 1 -1 4.807692 0.001167
0 -1 -1 -1 4.807692 0.001167
2
-1 -1 1 -1 2.907692 0.000706
0 -1 -1 -1 2.907692 0.000706
2
-1 -1 1 -1 2.123077 0.000515
0 -1 -1 -1 2.123077 0.000515
2
-1 -1 1 -1 2.669231 0.000648
0 -1 -1 -1 2.669231 0.000648
2
-1 -1 1 -1 0.784615 0.000191
0 -1 -1 -1 0.784615 0.000191
2
-1 -1 1 -1 0.846154 0.000205
0 -1 -1 -1 0.846154 0.000205
2
-1 -1 1 -1 3.084615 0.000749
0 -1 -1 -1 3.084615 0.000749
2
-1 -1 1 -1 0.469231 0.000114
0 -1 -1 -1 0.469231 0.000114
2
-1 -1 1 -1 0.753846 0.000183
0 -1 -1 -1 0.753846 0.000183
2
-1 -1 1 -1 2.053846 0.000499
0 -1 -1 -1 2.053846 0.000499
2
-1 -1 1 -1 2.253846 0.000547
0 -1 -1 -1 2.253846 0.000547
2
-1 -1 1 -1 1.838462 0.000446
0 -1 -1 -1 1.838462 0.000446
2
-1 -1 1 -1 1.707692 0.000415
0 -1 -1 -1 1.707692 0.000415
2
-1 -1 1 -1 3.684615 0.000895
0 -1 -1 -1 3.684615 0.000895
2
-1 -1 1 -1 6.238462 0.001515
0 -1 -1 -1 6.238462 0.001515
2
-1 -1 1 -1 2.192308 0.000532
0 -1 -1 -1 2.192308 0.000532
2
-1 -1 1 -1 1.076923 0.000261
0 -1 -1 -1 1.076923 0.000261
2
-1 -1 1 -1 1.553846 0.000377
0 -1 -1 -1 1.553846 0.000377
2
-1 -1 1 -1 1.476923 0.000359
0 -1 -1 -1 1.476923 0.000359
2
-1 -1 1 -1 4.476923 0.001087
0 -1 -1 -1 4.476923 0.001087
2
-1 -1 1 -1 3.338462 0.000811
0 -1 -1 -1 3.338462 0.000811
2
-1 -1 1 -1 1.492308 0.000362
0 -1 -1 -1 1.492308 0.000362
2
-1 -1 1 -1 1.176923 0.000286
0 -1 -1 -1 1.176923 0.000286
2
-1 -1 1 -1 1.984615 0.000482
0 -1 -1 -1 1.984615 0.000482
2
-1 -1 1 -1 0.946154 0.000230
0 -1 -1 -1 0.946154 0.000230
2
-1 -1 1 -1 0.284615 0.000069
0 -1 -1 -1 0.284615 0.000069
2
-1 -1 1 -1 3.692308 0.000896
0 -1 -1 -1 3.692308 0.000896
2
-1 -1 1 -1 1.061538 0.000258
0 -1 -1 -1 1.061538 0.000258
2
-1 -1 1 -1 2.361538 0.000573
0 -1 -1 -1 2.361538 0.000573
2
-1 -1 1 -1 0.053846 0.000013
0 -1 -1 -1 0.053846 0.000013
2
-1 -1 1 -1 1.476923 0.000359
0 -1 -1 -1 1.476923 0.000359
2
-1 -1 1 -1 2.461538 0.000598
0 -1 -1 -1 2.461538 0.000598
2
-1 -1 1 -1 0.300000 0.000073
0 -1 -1 -1 0.300000 0.000073
2
-1 -1 1 -1 0.838462 0.000204
0 -1 -1 -1 0.838462 0.000204
2
-1 -1 1 -1 2.115385 0.000514
0 -1 -1 -1 2.115385 0.000514
2
-1 -1 1 -1 2.115385 0.000514
0 -1 -1 -1 2.115385 0.000514
2
-1 -1 1 -1 2.400000 0.000583
0 -1 -1 -1 2.400000 0.000583
2
-1 -1 1 -1 1.015385 0.000247
0 -1 -1 -1 1.015385 0.000247
2
-1 -1 1 -1 2.538462 0.000616
0 -1 -1 -1 2.538462 0.000616
2
-1 -1 1 -1 1.984615 0.000482
0 -1 -1 -1 1.984615 0.000482
2
-1 -1 1 -1 2.792308 0.000678
0 -1 -1 -1 2.792308 0.000678
2
-1 -1 1 -1 2.107692 0.000512
0 -1 -1 -1 2.107692 0.000512
2
-1 -1 1 -1 0.676923 0.000164
0 -1 -1 -1 0.676923 0.000164
2
-1 -1 1 -1 3.061538 0.000743
0 -1 -1 -1 3.061538 0.000743
2
-1 -1 1 -1 5.669231 0.001376
0 -1 -1 -1 5.669231 0.001376
2
-1 -1 1 -1 1.600000 0.000388
0 -1 -1 -1 1.600000 0.000388
2
-1 -1 1 -1 2.238462 0.000544
0 -1 -1 -1 2.238462 0.000544
2
-1 -1 1 -1 2.130769 0.000517
0 -1 -1 -1 2.130769 0.000517
2
-1 -1 1 -1 0.700000 0.000170
0 -1 -1 -1 0.700000 0.000170
2
-1 -1 1 -1 3.530769 0.000857
0 -1 -1 -1 3.530769 0.000857
2
-1 -1 1 -1 0.107692 0.000026
0 -1 -1 -1 0.107692 0.000026
2
-1 -1 1 -1 5.130769 0.001246
0 -1 -1 -1 5.130769 0.001246
2
-1 -1 1 -1 3.630769 0.000882
0 -1 -1 -1 3.630769 0.000882
2
-1 -1 1 -1 9.623077 0.002337
0 -1 -1 -1 9.623077 0.002337
2
-1 -1 1 -1 6.569231 0.001595
0 -1 -1 -1 6.569231 0.001595
2
-1 -1 1 -1 5.446154 0.001322
0 -1 -1 -1 5.446154 0.001322
2
-1 -1 1 -1 5.123077 0.001244
0 -1 -1 -1 5.123077 0.001244
2
-1 -1 1 -1 1.138462 0.000276
0 -1 -1 -1 1.138462 0.000276
2
-1 -1 1 -1 3.161538 0.000768
0 -1 -1 -1 3.161538 0.000768
2
-1 -1 1 -1 1.030769 0.000250
0 -1 -1 -1 1.030769 0.000250
2
-1 -1 1 -1 1.946154 0.000473
0 -1 -1 -1 1.946154 0.000473
2
-1 -1 1 -1 1.553846 0.000377
0 -1 -1 -1 1.553846 0.000377
2
-1 -1 1 -1 2.976923 0.000723
0 -1 -1 -1 2.976923 0.000723
2
-1 -1 1 -1 3.653846 0.000887
0 -1 -1 -1 3.653846 0.000887
2
-1 -1 1 -1 3.492308 0.000848
0 -1 -1 -1 3.492308 0.000848
2
-1 -1 1 -1 3.092308 0.000751
0 -1 -1 -1 3.092308 0.000751
2
-1 -1 1 -1 3.515385 0.000854
0 -1 -1 -1 3.515385 0.000854
2
-1 -1 1 -1 2.400000 0.000583
0 -1 -1 -1 2.400000 0.000583
2
-1 -1 1 -1 4.500000 0.001093
0 -1 -1 -1 4.500000 0.001093
2
-1 -1 1 -1 0.484615 0.000118
0 -1 -1 -1 0.484615 0.000118
2
-1 -1 1 -1 3.523077 0.000855
0 -1 -1 -1 3.523077 0.000855
2
-1 -1 1 -1 1.346154 0.000327
0 -1 -1 -1 1.346154 0.000327
2
-1 -1 1 -1 0.423077 0.000103
0 -1 -1 -1 0.423077 0.000103
2
-1 -1 1 -1 0.038462 0.000009
0 -1 -1 -1 0.038462 0.000009
2
-1 -1 1 -1 1.638462 0.000398
0 -1 -1 -1 1.638462 0.000398
2
-1 -1 1 -1 1.784615 0.000433
0 -1 -1 -1 1.784615 0.000433
2
-1 -1 1 -1 0.669231 0.000162
0 -1 -1 -1 0.669231 0.000162
2
-1 -1 1 -1 2.261538 0.000549
0 -1 -1 -1 2.261538 0.000549
2
-1 -1 1 -1 1.223077 0.000297
0 -1 -1 -1 1.223077 0.000297
2
-1 -1 1 -1 2.230769 0.000542
0 -1 -1 -1 2.230769 0.000542
2
-1 -1 1 -1 3.853846 0.000936
0 -1 -1 -1 3.853846 0.000936
2
-1 -1 1 -1 9.684615 0.002351
0 -1 -1 -1 9.684615 0.002351
2
-1 -1 1 -1 1.569231 0.000381
0 -1 -1 -1 1.569231 0.000381
2
-1 -1 1 -1 1.853846 0.000450
0 -1 -1 -1 1.853846 0.000450
2
-1 -1 1 -1 2.300000 0.000558
0 -1 -1 -1 2.300000 0.000558
2
-1 -1 1 -1 1.307692 0.000318
0 -1 -1 -1 1.307692 0.000318
