18 
9.000000e-009 8.876684e+004
1.800000e-008 1.595838e+004
3.600000e-008 1.862739e+004
7.200000e-008 2.165190e+004
1.440000e-007 2.536383e+004
2.880000e-007 2.889137e+004
5.760000e-007 3.303260e+004
1.152000e-006 3.740309e+004
2.304000e-006 4.283589e+004
4.608000e-006 4.735919e+004
9.216000e-006 5.202344e+004
1.843200e-005 6.550742e+004
3.686400e-005 8.639314e+004
7.372800e-005 1.084019e+005
1.474560e-004 4.631075e+004
2.949120e-004 8.837631e+003
5.898240e-004 4.276375e+003
1.179648e-003 4.803455e+002
