0.000000e+000 1.000000e+000 1.000000e+000  1.000000e+000 
1.000000e-004 1.000000e+000 9.975093e-001  9.754528e-001 
1.005000e-004 1.000000e+000 9.950249e-001 9.754224e-001  
1.010025e-004 1.000000e+000 9.925466e-001 9.753919e-001  
1.015075e-004 1.000000e+000 9.900745e-001 9.753614e-001  
1.020151e-004 1.000000e+000 9.876086e-001 9.753308e-001  
1.025251e-004 1.000000e+000 9.851488e-001 9.753002e-001  
1.030378e-004 1.000000e+000 9.826951e-001 9.752695e-001  
1.035529e-004 1.000000e+000 9.802475e-001 9.752388e-001  
1.040707e-004 1.000000e+000 9.778061e-001 9.752081e-001  
1.045911e-004 1.000000e+000 9.753707e-001 9.751774e-001  
1.051140e-004 9.751466e-001 9.751466e-001 9.751466e-001  
1.056396e-004 9.751157e-001 9.751157e-001 9.751157e-001  
1.061678e-004 9.750848e-001 9.750848e-001 9.750848e-001  
1.066986e-004 9.750539e-001 9.750539e-001 9.750539e-001  
1.072321e-004 9.750230e-001 9.750230e-001 9.750230e-001  
1.077683e-004 9.749920e-001 9.749920e-001 9.749920e-001  
1.083071e-004 9.749609e-001 9.749609e-001 9.749609e-001  
1.088487e-004 9.749299e-001 9.749299e-001 9.749299e-001  
1.093929e-004 9.748988e-001 9.748988e-001 9.748988e-001  
1.099399e-004 9.748676e-001 9.748676e-001 9.748676e-001  
1.104896e-004 9.748364e-001 9.748364e-001 9.748364e-001  
1.110420e-004 9.748052e-001 9.748052e-001 9.748052e-001  
1.115972e-004 9.747739e-001 9.747739e-001 9.747739e-001  
1.121552e-004 9.747426e-001 9.747426e-001 9.747426e-001  
1.127160e-004 9.747113e-001 9.747113e-001 9.747113e-001  
1.132796e-004 9.746799e-001 9.746799e-001 9.746799e-001  
1.138460e-004 9.746485e-001 9.746485e-001 9.746485e-001  
1.144152e-004 9.746170e-001 9.746170e-001 9.746170e-001  
1.149873e-004 9.745855e-001 9.745855e-001 9.745855e-001  
1.155622e-004 9.745540e-001 9.745540e-001 9.745540e-001  
1.161400e-004 9.745224e-001 9.745224e-001 9.745224e-001  
1.167207e-004 9.744908e-001 9.744908e-001 9.744908e-001  
1.173043e-004 9.744591e-001 9.744591e-001 9.744591e-001  
1.178908e-004 9.744275e-001 9.744275e-001 9.744275e-001  
1.184803e-004 9.743957e-001 9.743957e-001 9.743957e-001  
1.190727e-004 9.743639e-001 9.743639e-001 9.743639e-001  
1.196681e-004 9.743321e-001 9.743321e-001 9.743321e-001  
1.202664e-004 9.743003e-001 9.743003e-001 9.743003e-001  
1.208677e-004 9.742684e-001 9.742684e-001 9.742684e-001  
