18 
9.000000e-009 1.450171e+005
1.800000e-008 2.476365e+004
3.600000e-008 2.882439e+004
7.200000e-008 3.284728e+004
1.440000e-007 3.841212e+004
2.880000e-007 4.169653e+004
5.760000e-007 4.426876e+004
1.152000e-006 4.800580e+004
2.304000e-006 5.843614e+004
4.608000e-006 6.462140e+004
9.216000e-006 5.576012e+004
1.843200e-005 5.641926e+004
3.686400e-005 4.064085e+004
7.372800e-005 2.117931e+004
1.474560e-004 1.619649e+004
2.949120e-004 8.721132e+003
5.898240e-004 4.849443e+003
1.179648e-003 1.134207e+003
